content,target,target_names
" nickh@CS.CMU.EDU (Nick Haines) >In article <stephens.734792933@ngis> stephens@geod.emr.ca (Dave Stephenson) >   Remember the first government scientist in the British Empire was >   the Astronomer Royal, who was paid [...] from the Department >   of Ordinance Budget (i.e. the military). Flamsteed House (the original >   RGO) was built out of Army Surplus Scrap ( A gate house at the Tower of >   London ?), and paid for by the sale of time expired gunpowder [...]  >At the time, astronomy was vital to the military, in that navigation >and cartography were of primary impoortance to the military, and good >cartography was impossible without good astronomy.  >The relevance these daysis somewhat less obvious.  >Nick  It still applies, except the astronomy these days is Very Long Baseline Radio Astronomy coupled to GPS and Satellite Laser Ranging. The data from NASAs and the Naval Observatorys (among others) is a vital  source of data for studies into crustal dynamics, Earth rotation, and purturbations. Every time there is a leap second added to the New Year, remember the military and science are still co-habiting nicely. The same VLBI was used to track Gallileo as it passed the Earth, and used so little fuel that it can afford to observe Ida.    -- Dave Stephenson Geodetic Survey of Canada Ottawa, Ontario, Canada",1,sci.space
" In article <mcm12B2w165w@ersys.edmonton.ab.ca> mbevan@ersys.edmonton.ab.ca (Mark Bevan)> >He was already offered $65 million for them from Northlands Coliseum >but refused the offer.... I dont think he is going to sale. I think he >may decide to move the team to the States though where he can draw >more revenue from the team. >  Pocklington just wanted to wake up the powers that be holding political office, in Northlands, and in the business community that the Oilers with their current lease arrangement are in a state where on a yearly basis they will likely have an operating loss based on ""normal"" hockey revenues and expenses.  That he did this was a good thing...it is better he complain early, and make the city aware of a potential looming crisis before he begins to lose millions and millions of dollars...which would truly jeopardize the franchise.  Pocklingtons first option is not to sell or to move, but to sell a minority share of the team (to realize some of the appreciated value of the team) and to get a better arena deal, either in Northlands, or via a new building.  Pocklington probably isnt going to get exactly what he wants...but ultimately he will probably get enough, or will sell to someone who will probably get enough.  There are a lot of risks in moving a team also...  ...one has to remember ""Peter Pucks principle""...it is better to spend other peoples money than ones own if at all possible.  Gerald  ",0,rec.sport.hockey
" Hi,   Im trying to write a Motif program on an Interactive Unix machine, and Im observing very strange behavior when my program attempts to expose a DrawingArea. Namely, some Xlib operations work, and some do not. In particular, the expose consist of two XFillRectangle calls followed by some XDrawPoint calls, and for reasons unknown to me the point calls are failing whenever a pulldown or popup up menu is (clicked on and) moved in the rightward direction over the drawing area, but after the move, is still on some part of the drawing area. This also happens less consistently when the pulldown/popup is moved in the leftward direction.  Assuming that my code is not doing anything incredibly odd, is this a server bug?  Thanks,  Zack T. Smith  ",2,comp.windows.x
" In article <C4zCII.Ftn@watserv1.uwaterloo.ca> smale@healthy.uwaterloo.ca (Bryan Smale)> >                        Team           Biggest       Biggest >>----------------------------------------------------------------------- >Boston Bruins           Oates          D.Sweeney     Wesley >Buffalo Sabres          Lafontaine     Mogilny       Audette (jinx?) >Calgary Flames          Roberts        Reichel       Petit >Chicago Blackhawks      Roenick        Ruuttu        Goulet  Chelios is by far the MVP on Chicago...  >Detroit Red Wings       Yzerman        Chaisson      Kozlov >Edmonton Oilers         Manson         Buchberger    Mellanby  Manson, by his own admission, had a terrible year...the Oilers dont really have a team MVP...by default, it should go to Craig MacTavish.  Shjon Podein was the biggest surprise...Tikkanen the biggest disappointment.  >Hartford Whalers        Sanderson      Cassells      Corriveau >Los Angeles Kings       Robitaille     Donnelly      Hrudey >Minnesota North Stars   Modano      Tinordi(not expected back)  Broten  Tinordi was back by mid-season last year...and when he plays he is the MVP.  >Montreal Canadiens      Muller         Lebeau        Savard >New Jersey Devils       Stevens        Semak         MacLean >New York Islanders      Turgeon        King(finally) Marois  King had a great year last year also.  >New York Rangers        Messier        Kovalev       Bourque  How can Kovalev be a surprise?  >Ottawa Senators         MacIver        Baker         Jelinek >Philadelphia Flyers     Lindros/Recchi Fedyk/Galley  Eklund  Fence-sitting...look at Phillys record with Eric and without... there is no doubt.  Soderstrom is probably the biggest surprise.  >Pittsburgh Penguins     Lemieux        Tocchet(even for him)  Jagr  Tocchet had a near 100 point season in Philly with Mike Bullard as his center...why shouldnt he be able to do that with Mario?  >Quebec Nordiques        Sakic/Ricci    Kovalenko     Pearson >San Jose Sharks         Kisio          Gaudreau      Maley >St Louis Blues          Shanahan       C.Joseph      Ron Sutter  Really Joseph deserves the MVP nod.  >Tampa Bay Lightening    Bradley        Bradley       Creighton/Kasper >Toronto Maple Leafs     Gilmour        Potvin        Ellett/Anderson >Vancouver Canucks       Bure           Nedved(finally)    Momesso >Washington Capitals     Hatcher        Bondra/Cote   Elynuik >Winnipeg Jets           Selanne        Selanne       Druce  Gerald ",0,rec.sport.hockey
" In reference to the limits of acceleration with guns launching solid rockets as payloads.  Thiokol provided me with samples and data on a reinforcement to solid motor grains for high accelerations.  Solid motor propellants usually have a substantial percentage of  aluminum in the mix.  For example, the Space Shuttle SRBs are 16 percent Aluminum.  The technique is to use a foamed aluminum structure. The structure looks like the inverse of a set of bubbles (an I suspect some bubbling process is used to form it).  In other words, if you made a bunch of bubbles in molten aluminum, then froze it, this is what you get.  It forms a strong network of effectively aluminum wires in all directions.  The remaining solid fuel mix is infiltrated into the voids, and you get aluminum-reinforced solid propellant.  The foamed-aluminum makes up about 6 percent of the total propellant, so there is still aluminum particles in the bulk grain.  The major improvement is the higher resistance to grain cracking, which is the principal failure mode for solid propellant.  Dani Eder  --  Dani Eder/Meridian Investment Company/(205)464-2697(w)/232-7467(h)/ Rt.1, Box 188-2, Athens AL 35611/",1,sci.space
"                          *** NATIONAL HOCKEY LEAGUE ***                                  92-93 SEASON                              HOME ATTENDANCE REPORT   Each Qtr. represents 10 home games,   Qtr. 4 will have 11 home games.  Neutral site games are not included.  S/O indicates the number of sell-outs.  Team Name   Qtr. 1   S/O  Qtr. 2   S/O  Qtr. 3   S/O  Qtr. 4   S/O   Totals   Average ================================================================================ BOS    140,573   5   142,694   7   142,768   6   152,468   8    578,503   14,109 BUF    144,701   0   148,516   3   152,133   5   168,878   4    614,228   14,981 CAL    190,125   1   196,174   3   196,982   4   217,346   5    800,627   19,527 CHI    176,372  10   176,746   9   177,981  10   196,749  11    727,848   17,752 DET    196,330  10   196,670  10   197,228  10   217,167  10    807,395   19,692 EDM    139,038   0   149,422   2   152,831   2   165,384   2    606,675   14,796 HAR     92,994   0   110,670   2   108,651   0   122,123   0    434,438   10,596 LA     154,065   5   159,014   8   160,050  10   176,055  11    649,184   15,833 MIN    130,710   2   140,933   3   139,986   1   160,213   4    571,842   13,947 MON    168,097   8   169,671  10   168,784  10   190,186  11    696,738   16,993 NJ     127,053   0   124,011   2   145,856   2   163,050   1    559,970   13,657 NYI    114,706   1   108,502   1   123,167   3   139,946   0    486,321   11,861 NYR    178,200   7   179,990   6   182,000  10   199,337   8    739,527   18,037 OTT    104,713  10   105,000  10   104,602  10   115,330  11    429,645   10,479 PHI    172,372   4   172,967   3   172,613   2   190,520   5    708,472   17,279 PIT    160,379   6   161,475   8   161,280   6   177,705  10    660,839   16,118 QUE    149,452   3   147,911   3   147,394   2   168,830   8    613,587   14,965 SJ     110,890  10   110,374   8   110,120   7   121,745  10    453,129   11,051 STL    156,313   3   170,531   5   171,249   5   187,849   7    685,942   16,730 TB      97,269   5    99,621   6    99,611   4   114,059   9    410,560   10,013 TOR    155,500   4   157,779   9   157,014   8   172,888  11    643,181   15,687 VAN    144,120   0   154,184   4   157,094   6   176,751   8    632,149   15,418 WAS    153,209   0   163,563   1   161,479   2   171,711   2    649,962   15,852 WIN    131,072   0   135,902   1   133,414   1   154,956   2    555,344   13,544        3,488,253     3,582,320     3,624,287     4,021,246     14,716,106   Avg.    14,534        14,926        15,101        15,231                  14,955 ",0,rec.sport.hockey
" In article <1993Apr15.051309.22252@stortek.com>, pg@sanitas.stortek.com (Paul Gilmartin)> Bill Higgins-- Beam Jockey (higgins@fnalf.fnal.gov)> : While youre at it, comet experts, explain how a comet gets into > : Jovian orbit to begin with! >  > : There are non-gravitational forces from heating and outgassing when a > : comet gets into the inner solar system.  [...] >  > Dont forget the Galilean satellites of Jupiter.      My poor old physics intuition will be very surprised if these tiny  masses, sitting very close to Jupiter, play any role whatsoever in the  problem.   Or, to put it more technically, the extra ""volume"" they add  to the phase space of possible capture trajectories is negligible.    Jupiter is 2E27 kg, while the Galilean satellites are around 1E23.    Also, as I said, the few references that Ive looked at do not  mention outgassing or breakup as important processes.  The important  thing is a Jupiter-Sun-comet ""reverse slingshot"" that leads to a  weakly Jupiter-bound orbit for the comet (at least a temporary one).    Bill Higgins                       | Late at night she still doth haunt me  Fermilab                           | Dressed in garments soaked in brine SPAN/",1,sci.space
"   ARIANESPACE FLIGHT 56  (Flight V.56 was originally intended to carry the Hughes HS-601 series  Galaxy IV satellite, but the payload was withdrawn just prior to flight.)  The 56th Ariane launch is now scheduled to place the ASTRA 1C and ARSENE  satellites into an improved geostationary transfer orbit (GTO), with  inclination reduced to 5 degrees and apogee altitude increased by 150 km. This will be the 28th launch of an Ariane 4 and the first in the 42L  configuration, with 2 liquid strap-on boosters (PAL).  It will be launched from the newly refurbished Ariane launch complex ELA 2, in Kourou - French  Guiana.  The launch vehicle performance requirement for this mission is 3,147 kg of which 2,944 kg represents the satellite mass.  The total vehicle mass at liftoff is 361,778 kg.   Required Orbit  Perigee Altitude ..... 200 km   Apogee Altitude ...... 36,160 km at injection    Inclination ..........   5 degrees   The Ariane 42L lift-off for Flight 56 is scheduled on Thursday, April 29, 1993, as soon as possible within the following launch      Kourou Time        GMT (04/30/93)      Washington, DC  LAUNCH Ariane 42L.  This is a three-stage liquid fueled launcher with two liquid  fueled strap-on boosters.  The first stage (L220) is built by Aerospatiale, and is powered by 4 liquid fueled Viking V engines.  The second stage (L33) is built by MBB Erno and is powered by a single Viking IV engine.  Both the Viking IV and V engines are manufactured by SEP.  The first and second stages use a biliquid UH25/N2O4 fuel. The third stage (H10) is built by Aerospatiale, and is powered by a cryogenic H2/O2 fueled HM-7B engine built by SEP. The two strap-on boosters (PAL) are each powered by a Viking VI engine, also built  by SEP, which use the same biliquid fuel as the first and second stages.   The fully assembled launch vehicle stands 56 meters high on the pad.   It uses the Type 01 Ariane Short payload fairing.   Flight  + + + + + + + + + + + ASTRA 1C is the third spacecraft in the fleet of ""Societe Europeenne des Satellites"" to broadcast direct TV to homes all over Europe. Built by Hughes, it will be the second HS-601 launched by Ariane.    Total mass at lift-off .... 2,790 kg   Mass at GEO insertion ..... 1,700 kg   Dry mass .................. 1,180 kg        On-board power ............ 3,300 W (end of life)   Nominal lifetime .......... 15 years        Span of solar panels ...... 21 m   On-Orbit position ......... 19.2 degrees east, over Africa.   Transmission   34 channels in Ku-band, via 18 transponders.   In-flight   Solar array deployment ............ about 6 days after lift-off    First of 3 apogee motor firings ... about 40 hours after lift-off                                         at 4th apogee   ARSENE is the first spacecraft built by the European Space Industry for the benefit of the world amateur radio community.      Total mass at lift-off .... 154 kg   Mass at GEO insertion .....  98 kg   Dry mass ..................  97 kg        On-board power ............ 42 W (end of life)   Nominal lifetime .......... 3 years        Spacecraft dimensions ..... 1.1m x .96m   Orbital parameters ........ 20000/36000 km, 0 inclination, period  Transmission   VHF/  LAUNCH All Ariane missions are broadcast live via satellite from Kourou.  Coverage begins at 30 minutes before launch and continues until  all payloads have been deployed.  This mission will likely be carried in the US on Galaxy 6, however it could be Galaxy 7 or another satellite. (What is the European satellite normally used for Ariane coverage?)    -{ Dean Adams }-  ",1,sci.space
" In article <1993Apr20.164655.11048@head-cfa.harvard.edu>, willner@head-cfa.harvard.edu (Steve Willner)>  > The NASM photo archives are open to the public.  All (or almost all) > still pictures in the collection are available for viewing, but I > dont know about films.  At least it might be worth a try.  Im not > sure if appointments are necessary, but I think not. > Is posible to make copies of these photographs (or any other aerospace photographs at NASM) if you pay a copyright fee?  =============================================================================== Andres C. Gaeris	   || ""Living example of the application of Newtons Junior laser fusioneer	   ||  Zerothagae@lle.rochester.edu	   ||  `Every body in rest wants to remain in bed"" ===============================================================================    ",1,sci.space
" Excerpts fromPrescod@undergrad.m (1132)  > I get the impression Andrew is from the FSF, but I dont know what it > looks like either.  The Andrew User Interface System is supported, maintained, enhanced, and distributed by the Andrew Consortium, Carnegie Mellon.  The distribution terms are those of the X consortium, not the GNU Public License.  Thus anyone can commercially exploit the Andrew code without restriction.  (To encourage membership, however, we defer universal release of the latest versions until Consortium members have had an opportunity to explore the new capabilities.)  To se what AUIS looks like, you can try a remote demo.  You need an X server (R5 is best) on a machine linked to the internet.  Give the command   	finger help@atk.itc.cmu.edu   for instructions.but one is available.  You can use it on the demo by changing an option in the ~/preferences file and starting a new editor.  The Andrew Toolkit component of AUIS is ideal if you want to build applications using compound documents.  Andrews major feature is its architecture for recursive embedding offigure in text, for example.  This architecture extends to areas not usually found in toolkits, including file stream formats, cut/paste, and printing.  Andrew also provides some of the most commonly requestedword processor, spreadsheet, drawing editor, and font editor (the latter two are in version 5.2 which will be generally released on the XR6 tape in December.)  Fred Hansen Director, Andrew Consortium ",2,comp.windows.x
" To All -- I thought the net would find this amusing..    From the March 1993 ""Aero Vision"" (The newsletter for the Employees of McDonnell Douglas Aerospace at Huntington Beach, California).      SPACE CLIPPERS LAUNCHED SUCCESSFULLY      ""On Monday, March 15 at noon, Quest Aerospace Education, Inc.   launched two DC-Y Space Clippers in the mall near the cafeteria.   The first rocket was launched by Dr. Bill Gaubatz, director and   SSTO program manager, and the second by Air Force Captain Ed   Spalding, who with Staff Sgt. Don Gisburne represents Air Force   Space Command, which was requested by SDIO to assess the DC-X for   potential military operational use.  Both rocket launches were   successful.  The first floated to the ground between the cafeteria   and Building 11, and the second landed on the roof of the   cafeteria.      Quests Space Clipper is the first flying model rocket of the   McDonnell Douglas DC-X.  The 1/122nd semi-scale model of the   McDonnell Douglas Delta Clipper has an estimated maximum altitude   of 300 feet.  The Space Clippers can be used in educational   settings to teach mathematics and science, as well as social   studies and other applications.  The Space Clipper is available   either in the $35 Space Clipper outfit, which includes everything   needed for three launches, or as individual rockets for $12 each.   Both are available through hobby shops or by calling 1-800-858-   7302.""    By the way -- this is not an endorsement to buy the product nor is it an advertisement to buy the product.  I make no claims about the product.  This is posted for public information only (hey, I found it amusing...), and is merely a repeat of what was included in the MDSSC Huntington Beach Newsletter.    -----------------------------------------------------------------  Wales Larrison                         Space Technology Investor     --- Maximus 2.01wb ",1,sci.space
"  In article <ragraca.735252641@vela.acs.oakland.edu>, ragraca@vela.acs.oakland.edu (Randy A. Graca) |>  The Pittsburgh Penguins games used to be |> broadcast on KDKA 1020, but I dont know whether they will be pre-empted |> by baseball (and moved to another station) or not.  You can try those |> if the local baseball teams arent playing at the same time, anyway. |>  |> --Randy |>   The Pens are now being broadcast on 102.5 WDVE.    Carol ",0,rec.sport.hockey
" Hello networld,  Im looking for an X mailreader. Is there a Xelm?  Andreas   -- _______________________________________________________________________________ Andreas Dunker andreas@appel012.hydromech.uni-hannover.de   We all live in a yellow subroutine andreas@veeble.han.de                        The Beatles ",2,comp.windows.x
" In article qfe00WB2QzZ7EZ@andrew.cmu.edu, Wilson Swee <ws8n+@andrew.cmu.edu> ()|>    I have a piece of X code that compiles fine on pmax-ul4, pmax_mach, as |>well as sun4_mach, but whenever it compiles on sun4_411, it gives me  |>undefined ld|>_sin |>_cos |>_pow |>_floor |>_get_wmShellWidgetClass |>_get_applicationShellWidgetClass |> |>The following libraries that I linked it to|>-lXaw -lXmu -lXt -lXext -lX11 |> |>The makefile is generated off an imake template. |>Can anyone give me pointers as to what Im missing out to compile on |>a sun4_411?  Well, the first 2 are easy.  You need the math library.  Try adding -lm after -lX11.  Dont know if thats the whole problem but its a start.  --- Daniel J. McCoy           |=> SPACE  <=|                   I-NET, Inc. NASA Mail Code PT4        |=> IS     <=|NASA/Johnson Space Center |=> OUR    <=|Houston, Texas 77058      |=> FUTURE <=| mccoy@gothamcity.jsc.nasa.gov  ",2,comp.windows.x
"    Two developments have brought these type of activities back to the forefront in 1993.  First, in February, the Russians deployed a 20-m reflector from a Progress vehicle after it had departed from the Mir Space Station.  While this ""Banner"" reflector was blank, NPO Energia was very active in reporting that future  Banner reflectors will be available to advertisers, who could use a space- based video of their logo or ad printed on the Banner in a TV commercial, as filmed from the Mir.    The second development, has been that Space Marketing Inc, the same company responsible for merchandising space on the Conestoga booster and COMET spacecraft, is now pushing the ""Environmental Billboard"".  As laid out by SMI Chief Engineer Dr Ron Humble of the University of Colorado Space Laboratory and Preston Carter of the Lawrence Livermore National Laboratory, the ""Environmental Billboard"" is a large inflatable outer support structure of up to 804x1609 meters.  Advertising is carried by a mylar reflective area, deployed by the inflatable frame.    To help sell the concept, the spacecraft responsible for maintaining the billboard on orbit will carry ""ozone reading sensors"" to ""continuously monitor the condition of the Earths delicate protective ozone layer,"" according to Mike Lawson, head of SMI. Furthermore, the inflatable billboard has reached its minimum exposure of 30 days it will be released to re-enter the Earths atmosphere. According to IMI, ""as the biodegradable material burns, it will release ozone-building components that will literally replenish the ozone layer."" The remaining spacecraft will monitor the atmosphere for another year before it, too, re-enters and burns up and ""adds to the ozone supply.""    This would not be a cheap advertisement, costing at least several millions of dollars (exact costs were not available).  But SMI estimates that market exposure would be 3-5X that of the people who watched the SuperBowl, where a 30-second advertising unit cost $600,000.  Since SMI is located in Atlanta, Georgia, it is being promoted as being available in time for the opening of the 1996 Summer Olympics in Atlanta.    But back to Brians>And does anyone have any more details other than what was in the WN >news blip?  How serious is this project?  Is this just in the ""wild >idea"" stage or does it have real funding?        See above. As for serious -- if they can get $15-20 M or so (my estimate of $5-10 for development costs and a flight unit, plus $10-15 M for a launch), then its probably real.  They are claiming to tailor the orbit to overfly specific locations at specific times for optimum advertising impact so they probably cant piggy back upon someone elses planned launch and will have to buy a dedicated launch.  Thats a $10-15 M cost they need to raise, right there.     And there will probably be some legal challenges to this as well.  Note there is one potential legal challenge to SMI on the use of launch vehicle advertising already.  While I dont think the legal challenges would win out (and yes, I am an amateur astronomer, and no, I dont really like the idea of this additional light pollution, but I know of no prohibition of it...),  the legal challenges and court fights would probably remove any positive aspects of the advertising.  I can imagine several ways to make the advertisers look like louts for doing this -- which would change positive market exposure to negative market exposure, and negate the space advertising advantage.  (Would you spend $15 M to look like an idiot?)    (And light pollution might not be too bad -- if its in a low enough orbit, and it relies upon reflected light only, it would only be visible for a short time just after local dusk and before dawn.  For maximum market exposure, you want to have it visible just after dusk --minimizing impact on astronomy, since thats the time of worse seeing due to day/night thermal turbulence.  It might still be a problem, but perhaps there are ways to mitigate this...)     As for having real funding -- none that I can identify.  There were about 60 expressions of interest made on the Conestoga advertising opportunity, but that included curious folks and was for only a $500,000 commitment.  I havent heard of any serious funding for this, but Im sure they are shopping the venture around looking for some money in order to flesh out the concept some more.  But I am confident there are no firm or paying customers at this time.       And if anybody wants to cross-post this to sci.astro, please be my guest.  I dont have posting privileges to that area (or at least I dont THINK I do...).  -------------------------------------------------------------------  Wales Larrison                            Space Technology Investor  --- Maximus 2.01wb ",1,sci.space
 How can I obtain public information (documentation and sources) about Xservers implemented with graphics processors?  I am specially interested in Xservers developed for the TMS34020 Texas Instruments graphic processor.                       Please send answer to arana@labein.es ,2,comp.windows.x
"  In article <C512wC.B0M.1@cs.cmu.edu>, nickh@CS.CMU.EDU (Nick Haines)|> Oh, and the other advantage is that you dont have shit constants like |> 32.??? hanging around.  No, instead you have stupid things like 3600 and 86400 and 31556925.9747 and 299792.458 and 9.80665 and ...  How many ccs in a ml anyway?  The metric system has its problems, just not as many of them.   david rickel drickel@sjc.mentorg.com ",1,sci.space
" [This belongs in comp.windows.x.i386unix - Ive redirected followups]  In article <C5ssHu.CBI@gator.rn.com> larry@gator.rn.com (Larry Snyder)> Does XFree86 support any EISA video cards under Dell 2.2? > --  > Larry Snyder                                > larry@gator.rn.com  I know for a fact that the EISA version of the Orchid ProDesigner IIS works.  However, an EISA SVGA card is likely a waste of money.  When XFree86 2.0 comes out, with support for accelerated chipsets, ISA, EISA, and VLB will all be supported.  The more important question is ""what chipsets are supported?"".  The bus is basically irrelevent as a compatibility issue.  -- David Wexelblat <dwex@mtgzfs3.att.com>  (908) 957-5871AT&T Bell Laboratories, 200 Laurel Ave - 3F-428, Middletown, NJ  07748  XFree86 requests should be addressed to <xfree86@physics.su.oz.au>  ""Love is like oxygen.  You get too much, you get too high.  Not enough and  youre gonna die.""  -- Sweet, Love Is Like Oxygen ",2,comp.windows.x
"	<C4s4JK.F72@andy.bgsu.edu> >  >In article <C4nq5G.EKB@noose.ecn.purdue.edu>, >rgemeinh@separator.ecn.purdue.edu (Richard A Gemeinhart)>>  >> In article <1993Mar26.155933.9669@ncsu.edu> fmsalvat@eos.ncsu.edu (FRANK MICH >AE SALVATORE)>> > >> > >> >I am originally from New York State, and I go to school >> >in North Carolina.  Yet, I dont constantly gripe about >> >the lack of hockey.  Wouldnt some of you who chose to go >> >to school in the South realize (most who gripe are Clemson students) >> >that hockey isnt quite as popular in South Carolina >> >when you chose a school? >> > >> >Why did you all (excuse me - yall) choose schools in >> >the South if hockey was this important to you?   >>  >> Not everyone has the luxury of deciding on a college by making sure the  >> hockey coveraage is what you want it to be.  I am a Pittsburgh transplan >> to S. C. when at home and the coveraage sucks.  Sports south didnt even show >> the final game of the Stanley Cup laast year while it was happening.  They >> put it on ktape delay and cut the intermissions then went off the air.   >> When you move you take the good with the bad and deal with it;  it doesnt >> mean thaat you cant complain about it. >  >I was transplanted by my parents from the Greater Hartford area to the >Greater Cleveland, Ohio area.  This was not an action of my choice.  The >only hockey coverage I could get there regularly was Red Wings and Penguins >(explaining, in part, why I follow these teams today).  In Cleveland you >couldnt even find hockey scores on the 11 oclock news because they >figured that if they didnt have it, it wasnt a sport. >    At least your parents didnt move you Idaho.  The only things that get any coverage there are football, basketball and baseball!  Patty  ",0,rec.sport.hockey
" > there is no such thing as a stable lunar orbit  Is it right??? That is new stuff for me. So it means that  you just can  not put a sattellite around around the Moon for too long because its  orbit will be unstable??? If so, what is the reason??? Is that because  the combined gravitacional atraction of the Sun,Moon and Earth  that does not provide a stable  orbit around the Moon???   C.O.EGALON@LARC.NASA.GOV  C.O.Egalon@larc.nasa.gov  Claudio Oliveira Egalon ",1,sci.space
" In article <C5Ky9y.MKK@raistlin.udev.cdc.com> pbd@runyon.cim.cdc.com (Paul Dokas)>I was reading Popular Science this morning and was surprised by an ad in >the back.  I know that a lot of the ads in the back of PS are fringe >science or questionablely legal, but this one really grabbed my attention. >It was from a company name ""Personal Missle, Inc."" or something like that. > >Anyhow, the ad stated that theyd sell rockets that were up to 20 in length >and engines of sizes ""F"" to ""M"".  They also said that some rockets will >reach 50,000 feet. > >Now, aside from the obvious dangers to any amateur rocketeer using one >of these beasts, isnt this illegal?  I cant imagine the FAA allowing >people to shoot rockets up through the flight levels of passenger planes. >Not to even mention the problem of locating a rocket when it comes down. > >And no, Im not going to even think of buying one.  Im not that crazy. > > >-Paul ""minell do 50,000 feet and carries 50 pounds of dynamite"" Dokas  Could it be Public Missile, Inc in Michigan?  From the description of ad here, it sounds like theyre talking about ""High Power Rocketry"", an outgrowth of model rocketry.  This hobby uses non-metallic structural compoments and commerically manufactured engines ranging in impulse classification from G to P.  The hobby has been flourishing from early 1980s and is becoming increasing popular. Technically this is not consider amateur rocketry.  Any rocket with a liftoff weight greater than 3.3 pounds OR using a total impulse of G or greater, REQUIRES an FAA waiver to launch. Typically, a group of people get an FAA waiver for specified period of time (ie week, weekend, etc.) at a designated site and time, and all of the launches are then covered under this ""blanket waiver"". There is also a ""High Power Safety Code"" which designates more specific rules such as launch field size, etc.  Finally, in order to purchase any of the larger (Class B) rocket  motors you need to certified through either the National Association of Rocketry or Tripoli Rocketry Association. Certification procedures require a demonstarted handling and ""safe"" flight at a total impulse level.  For more information, watch rec.models.rockets newsgroup.  R. Michael JungclasAT&T Bell Labs - Naperville, IL. ",1,sci.space
