content,target,target_names
" In article <SLAGLE.93Mar26205915@sgi417.msd.lmsc.lockheed.com> slagle@lmsc.lockheed.com>Can anyone out there enlighten me on the relationship between >lung disorders and ""clubbing"", or swelling and widening, of the >fingertips?  What is the mechanism and why would a physician >call for chest xrays to diagnose the cause of the clubbing?  Purists often distinguish between ""true"" clubbing and ""pseudo"" clubbing, the difference being that with ""true"" clubbing the angle of the nail when viewed from the side is constantly negative when proceeding distally (towards the fingertip). With ""pseudo"" clubbing, the angle is initially positive, then negative, which is the normal situation. ""Real"" internists can talk for hours about clubbing. Im limited to a couple of minutes.  Whether this distinction has anything to do with reality is entirely unclear, but it is one of those things that internists love to paw over during rounds. Supposedly, only ""true"" clubbing is associated with disease. The problem is that the list of diseases associated with clubbing is quite long, and includes both congenital conditions and acquired disease. Since many of these diseases are associated with cardiopulmonary problems leading to right to left shunts and chronic hypoxemia, it is very reasonable to get a chest xray. However, many of the  congenital abnormalities would only be diagnosed with a cardiac catheterization.   The cause of clubbing is unclear, but presumably relates to some factor causing blood vessels in the distal fingertip to dilate abnormally.   Clubbing is one of those things from an examination which is a tipoff to do more extensive examination. Often, however, the cause of the clubbing is quite apparent.  -km ",3,sci.med
" In article <120399@netnews.upenn.edu> sepinwal@mail.sas.upenn.edu (Alan   Sepinwall)   Thanks Alan, that was well thought out.  Even written in an entertaining style. ",2,rec.sport.baseball
" After the marvelous ""time-out"" call by Chris Webber (which resulted in  a technical foul, since his team had no time-outs left) perhaps Webber  will take the place of Bill Buckner as the master of choke.  At least  this Red Sox fan hopes so.  Ted  -- When Chelsea Clintons Secret Service agent had to be replaced by an active  duty soldier she objected on the grounds that her family dislikes the military. 		----- krueger@gas.uug.arizona.edu ----- ",2,rec.sport.baseball
" There was a recent discussion of Dungeons and Dragons and other role playing games.  Since there is a lot of crossover between gamers and science fiction and fantasy fans, I will mention that I am the editor and publisher of RADIO FREE THULCANRA, a Christian-oriented science fiction fanzine.  It is not a Christian magazine with a special interest in science fiction.  It is a science fiction fanzine with a special interest in Christianity.  Gaming is not a major topic of discussion but it has come up in some letters.  (No, there are no arguments about whether D&D is satanic.  People who think it is are not likely to be reading RFT.)  Anyway, I am now working on the April issue.  I will send a sample copy to any reader of soc.religion.christian who requests it.  It is printed on paper, so requests should include a snail-mail address. ------- Marty Helgesen ""What if there were no such thing as a hypothetical situation?"" ",1,soc.religion.christian
" Jerry Kaufman >The Bible says that He looks on the heart as the >final measure. From that perspective, in a grading context, the heart is >the final test.  Very true.  One might also say that life is an Open Book Test. ",1,soc.religion.christian
" In article <1993Apr20.203219.7724@pencom.com> stecz@pencom.com>In article <1993Apr19.235711.7285@cactus.org> boyle@cactus.org (Craig Boyle)   >>>  >>  >> My 90 Integra was hit hard in the 3/25 hailstorm in Austin, TX.  >> The insurance company cut me a check for $6600 ($100 deductible) >> last week.  Is this a record? Anybody else had settlements from >> the same hailstorm yet? >>  >> Craig > > >Rumor has it that a guy at Dell Computer had his Miata totalled, so that would   >be about $10k.  I guess it either had the top down, or the hail ripped through the top, as you could not do $10k worth of hail damage to a Miata body.   Craig > > >-- >-- >  John Steczkowski                        stecz@pencom.com >    The Constitution grants you the right to life, liberty, and the >    *pursuit* of happiness.  It does not attempt to guarantee that >    everyone *will* be happy.   ",0,rec.autos
" In article <Apr.10.05.32.36.1993.14391@athos.rutgers.edu> gsu0033@uxa.ecn.bgu.edu (Eric Molas)> >I was raised in a religious atmosphere, and attended 13 years of >religious educational institutions..  I know the bible well. So well >I can recognize many passages from memory.    [stuff deleted for brevity]  >Christianity is an infectious cult.  The reasons it flourishes are  >because 1) it gives people without hope or driven purpose in life >a safety blanked to hide behind.  ""Oh wow..all i have to do is  >follow this christian moral standard and I get eternal happiness."" >For all of you ""found jeezus"" , how many of you were ""on the brink?""  Your very starting point is wrong.  Christianity is not based on following a moral standard.  ""For it is by grace you have been saved, through faith... NOT BY WORKS so that no man may boast.""  (Eph.you know the Bible well, and can recognize (do you mean recite?) many passages from memory.  That could very well be so.  However, it looks like there are a few more passages that you should pay attention to.  (Titusand James Obedience to the moral law is imporant.  However, it is supposed to be the result of turning your life over to Christ and becoming a Christian.  It is by no means the starting point.  --  Virgilio ""Dean"" Velasco Jr, Department of Electrical Engg and Applied Physics  	 CWRU graduate student, roboticist-in-training and Q wannabee     ""Bullwinkle, that mans intimidating a referee!""   |    My boss is a     ""Not very well.  He doesnt look like one at all!""  |  Jewish carpenter. ",1,soc.religion.christian
" In article <1993Apr5.123904.17806@porthos.cc.bellcore.com> dick1@herahera.cc.bellcore.com (vaughn,richard)>In article <1993Apr2.171819.1@ulkyvx.louisville.edu>, pjtier01@ulkyvx.louisville.edu>> In article <1993Apr2.133703.28131@porthos.cc.bellcore.com>, dick1@herahera.cc.bellcore.com (vaughn,richard) >>> Mike Francesa mentioned his 93 baseball picks in >>> passing on the radio yesterday.  Being that this is Francesa >>> talkin, the opinions are well worth consideration.  >> Indeed!  After all, he was the wizard foresaw the Year of the Big East in the >> NCAA Tournament!  Unfortunatly, none of those teams made it into the Sweet >> Sixteen, much less New Orleans.  Neither did he!  >Overall Mike Francesa has an *outstanding* prediction record.  Overall?  How do you figure?  >Ignore him at your own peril.  So far my radio hasnt exploded from not being tuned to 660...   Roger ",2,rec.sport.baseball
"   The Chevrolet brothers were respected racers & test drivers for the Buick Co. when Durant was there.  When the directors kicked Durant out of GM in 1910 he took Chevrolet and others with him.  As mentioned before, they founded the successful Chevrolet company.  A little-known fact is that the Chevrolet Co. actually took over GM! That was how Durant got back in charge of GM-- legally his new company Chevrolet Co. did the buying, and GM was a division of Chevrolet!  After 1920 and into the Sloan era, GM shuffled things so that the GM board was superior, but there was always a degree of autonomy given the Chevy division, presumably because of the initial structure. (If you look at the organization chart for GM in Sloans book, Chevy division reports directly to 14th floor, not through the ""passenger car division"" which covers Buick, Olds, Cadillac, and Oakland/Pontiac)  -Jeff Hagen    (minor deity of worthless auto-trivia)  hagenjd@ac.wfu.edu ",0,rec.autos
"  In article <1psgriINNi1@rpco10.acslab.umbc.edu>, cs106116@umbc.edu (cs106116)|>  |> Hey,  |>  |>    I was watching the Orioles game on TV yesterday (Monday) |> when a report came in to the booth that the first 3 runs came |> in on a three-run single.  Did this really happen?  If it did, |> how?  They said that the leadoff man knocked them in.  What  |> exactly happened.  Thanks. |>   Walt Weiss tripled just barely inside the right field line and into the corner, driving in Santiago and Conine.  These were the first two RBIs.  The third came later when Weiss was knocked in.   Daniel ",2,rec.sport.baseball
"  I have between 15 and 25 nosebleeds each week, as a result of a genetic predisposition to weak capillary walls (Osler-Weber-Rendu). Fortunately, each nosebleed is of short duration.  Does anyone know of any method to reduce this frequency? My younger brothers each tried a skin transplant (thigh to nose lining), but their nosebleeds soon returned. Ive seen a reference to an herb called Rutin that is supposed to help, and Id like to hear of experiences with it, or other techniques. --  Robert Allison Ottawa, Ontario CANADA ",3,sci.med
" In article <1qh336INNfl5@CS.UTK.EDU> larose@austin.cs.utk.edu (Brian LaRose)>This just a warning to EVERYBODY on the net.  Watch out for >folks standing NEXT to the road or on overpasses.   They can >cause SERIOUS HARM to you and your car.   > >(just a cliff-notes version of my story follows) > >10pm last night, I was travelling on the interstate here in >knoxville,  I was taking an offramp exit to another interstate >and my wife suddenly screamed and something LARGE hit the side >of my truck.  We slowed down, but after looking back to see the >vandals standing there, we drove on to the police station. > >She did get a good look at the guy and saw him ""cock his arm"" with >something the size of a cinderblock, BUT I never saw him. We are  >VERY lucky the truck sits up high on the road; if it would have hit >her window, it would have killed her.  > >The police are looking for the guy, but in all likelyhood he is gone.  Stuff deleted...  I am sorry to report that in Southern California it was a sick sport for a while to drop concrete blocks from the overpasses onto the freeway.  Several persons were killed when said blocks came through their windshields.  Many overpass bridges are now fenced, and they have made it illegal to loiter on such bridges (as if that would stop such people).  Yet many bridges are NOT fenced.  I always look up at a bridge while I still have time to take evasive action even though this *sport* has not reached us here in Fresno. ___________________________________________________________________ Greg_Lewis@csufresno.edu Photojournalism sequence, Department of Journalism CSU Fresno, Fresno, CA 93740 ",0,rec.autos
" In article <NEILSON.93Apr15135919@seoul.mpr.ca> neilson@seoul.mpr.ca (Robert Neilson)>[sorry for the 0 auto content, but ... ] > >> That is why low-abiding citizens should have the power to protect themselves >> and their property using deadly force if necessary anywhere a threat is  >> imminent. >> >> Steve Heracleous > >You do have the power Steve. You *can* do it. Why dont you? Why dont you >go shoot some kids who are tossing rocks onto cars? Make sure you do a good >job though - dont miss - cause like they have big rocks - and take it from >me - those kids are mean.  That is absolutely correct.  They have a streak of meanness that runs much deeper and stronger than anything I ever experienced even during the height of the 60s racial struggles.  I am absolutely convinced that there are kids out there today that have no concept of right and wrong, but have the human intelligence which is turning them into the greatest predators that have ever walked the earth.  They will prevail unless the rest of humanity decides that it is in their best interest to stand up against these feral humans, and for individuals to start taking some responsibility for their own protection.  In a state in which the individuals turn to the authorities and police for protection, the police and government is soon composed of the very feral humans that they originally sought protection from.  Gee, I guess you touched my hot button.  Id better go cool off somewhere.   --  Tom Mackey          (206) 865-6575        tomm@voodoo.ca.boeing.com Boeing Computer Services               ....uunet!bcstec!voodoo!tomm M/S 7K-20,       P.O. Box 24346,       Seattle, WA       98124-0346 ",0,rec.autos
" In article <1993Apr15.212014.1782@news.acns.nwu.edu> edo@casbah.acns.nwu.edu (Edward Ouellette)>Me, too... RBI are a worthless stat. Of course, so is stolen bases because  >sometimes runners are in front of a player that would otherwise run. And of >course pitchers pitch differently with different people on different bases, >so batting average, slugging and obp out, too.  Hmmm... i guess homers would >not count then, either. >My point? RBI might not be a perfect stat but nothing is. And no stat (or lack >of) can tell me there are no clutch hitters. Maybe no stat CAN tell me, >either, but some people are... I just know it!!! 8)  But why would you want to use RBI?   RBI is an attempt to measure is some combination of clutch hitting and power hitting.  If you believe in clutch hitting, then look at how the guy hit with RISP.  If you want to see how good of a slugger he is, then look at his slugging average.    In terms of evaluating players, RBI totals are better than nothing.  But why use them when so many better stats are out there?  -- David Frohardt-Lane   dfl@math.wayne.edu  ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ Go Tigers, Lions, Pistons, Red Wings and Wolverines !!!!!!!!!! ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ ",2,rec.sport.baseball
" wrat@unisql.UUCP (wharfie) $ [...] $ 	Actually, you want a Checker Special if you can find one.  $ 	Good luck.  Im sorry I let mine go...  I grew up in New York City so I rode in many Checker cabs.  The jump seats were fun as a kid.  Although the cars were roomy -- a good trait for a taxi -- they had a design flaw that I dont understand they neverdriver braked.  I wouldnt want to take a long ride in the back seat of one of these vehicles.  Why did you like yours?  I never drove one, so I have to ask. --  Tommy Reingold AT&T Bell Labs, Holmdel, NJ tommy@boole.att.com or att!boole!tommy ",0,rec.autos
" In article <1993Mar25.085526.914@news.wesleyan.edu>, RGINZBERG@eagle.wesleyan.edu (Ruth Ginzberg)|>  |> But Ill be damned, his ""rights"" to be sick & to fail to treat his disease & to |> spread it all over the place were, indeed preserved.  Happy?  Several years ago I tried to commit a patient who was growing Salmonella out of his stool, blood, and an open ulcer for treatment. The idea was that the guy was a walking public health risk, and that forcing him to receive IV antibiotics for a few days was in the public interest. I will make a long story short by saying that the judge laughed at my idea, yelled at me for wasting his time, and let the guy go.  I found out that tuberculosis appears to be the only MEDICAL (as oppsed to psychiatric) condition that one can be committed for, and this is because very specific laws were enacted many years ago regarding tb. I am certain these vary from state to state.  Any legal experts out there to help us on this?  -km ",3,sci.med
"  In article <C5r3n6.FG4@news.Hawaii.Edu>, sharynk@Hawaii.Edu () writes... >I recently heard of a mental disorder called Obsessive Compulsive >Disorder.  What is it?  What causes it?  Could it be caused by a >nervous breakdown? >  Obesssive Compulsive Disorder (not to be confused with Obsessive Compulsive _Personality_ Disorder !) is an acute anxiety disorder characterized by either obsessions (persistent intrusive thoughts that cause anxiety when not entertained), or compulsions (repetitive, ritualistic actions that similarly cause intense psychological discomfort when resisted).    OCD is often associated with certain forms of depression.    Examples of obsessive thoughts are repeated impulses to kill a loved one (though not accompanied by anger), or a religious person having  recurrent blasphemous thoughts.  Generally, the individual attempts to ignore or suppress the intrusive thoughts by engaging in other activities.   The individual realizes that the thoughts originate from the own mind, rather than being from an external source.  Examples of compulsive actions are constant repetitive hand washing, or other activity that is not realistically related to alleviating a source of the anxiety.  In OCD, the obsessions or compulsions are highly distressing to the individual, take an hour or more per day, and significantly impair their daily routine and social relationships.  Treatments include psychotherapy, behavioral methods, and sometimes certain anti-depressants which have recently been found effective in alleviating obsessions and compulsions.  The standard diagnostic code for OCD, if you want to look it up in the DSM-III manual of psychiatric diagnosis is 300.30 .  						kind regards,  						todd +-----------------------------------------------------------------------------+ | Todd I. Stark				  stark@dwovax.enet.dec.com           | | Digital Equipment Corporation		             (215) 354-1273           | | Philadelphia, Pa. USA                                                       | |    ""(A word is) the skin of a living thought""  Olliver Wendell Holmes, Jr.  | +-----------------------------------------------------------------------------+ ",3,sci.med
"  In a previous article, wrat@unisql.UUCP (wharfie) >In article <1qkon8$3re@armory.centerline.com> jimf@centerline.com (Jim Frost)>>larger engine.  Thats what the SHO is -- a slightly modified family >>sedan with a powerful engine.  They didnt even bother improving the >>*brakes.* > >	That shows how much you know about anything.  The brakes on the >SHO are very different - 9 inch (or 9.5? I forget) discs all around, >vented in front.  The normal Taurus setup is (smaller) discs front,  >drums rear.  one i saw had vented rears too...it was on a lot. of course, the sales man was a fool...""titanium wheels""..yeah, right.. then later told me they were ""magnesium""..more believable, but still crap, since Al is so m uch cheaper, and just as good....   i tend to agree, tho that this still doesnt take the SHO up to ""standard"" for running 130 on a regular basis.  The brakes should be bigger, like 11"" or so...take a look at the  ones on the Corrados.(where they have braking regulations).  DREW ",0,rec.autos
" In article <Apr.9.01.10.38.1993.16892@athos.rutgers.edu> evensont@spot.Colorado.EDU (EVENSON THOMAS RANDALL)>In article <Apr.7.01.56.20.1993.22789@athos.rutgers.edu> reid@cs.uiuc.edu (Jon Reid)>>Deon.Strydom@f7.n7104.z5.fidonet.org (Deon Strydom)>> >Which brings me around to asking an open question.  Is the Bible a closed >book of Scripture?  Is it okay for us to go around saying ""God told >me this"" and ""Jesus told me that""?  Wouldnt that imply that God is STILL >pouring out new revelation to us?  I know that some people will feel >that is okay, and some will not.  The concept of a closed canon would >certainly cast a shadow on contemporary prophets.  On the other hand, >an open canon seems to be indicated sometimes. >  Lets get back to basics.  Canon (from the latin) means a rule.  If we say that a rule is open then its a rule made to be broken.   There is an issue also of measurement against a rule.  Thus the words that are spoken need to be compared against the rule/canon but not added to the canon.  Is new revelation necessary?  Topical, current, personal revelation Id say is necessary.  New revelation for all people for all times is not necessary as we have that in Scripture.  You also seem to confuse canon with scripture.  Scripture may speak of itself being open - ie God speaking today.  It would speak that it is closed in the sense that the canon is unchangeable.  (Though the concept of canon is later historically.)  >Also interesting to note is that some so called prophecies are nothing new >but rather an inspired translation of scripture.  Is it right to call >that prophecy?  Misleading?  Wouldnt that be more having to do with >knowledge?  I know, the gift of knowledge may not be as exciting to >talk about, but shouldnt we call a horse a horse? >  I agree with the problem of confusion.  If prophecy is meant to encourage, exhort or correct then is an overlap with scripture.  If prophecy is meant to bring a `word of the form ""the man you live with is not your husband"" then that is knowledge.  Yet the exact words their are scripture. I would expect the difference to be the motive and means for delivery. The reading of scripture itself can be a powerful force.  Regards  David -- David Morgan| University of Technology Sydney | morgan@socs.uts.edu.au _--_|\             | Po Box 123 Broadway NSW 2007    |            | 15-73 Broadway Sydney           |""I paid good money to get my opinions; you get them for free""                v ",1,soc.religion.christian
" In article <1993Apr2.030031.15691@cactus.org>, boyle@cactus.org (Craig Boyle)|> In article <1993Apr1.104746@usho72.hou281.chevron.com> hhtra@usho72.hou281.chevron.com (T.M.Haddock)  I found a Mopar spec sheet this                model         wgt    hp              Stealth         3086   164              Stealth ES      3186   222              Stealth RT      3373   222              Stealth RT TT   3803   300   Okay, Ill take ""their"" word for it.   > I am giving every chance to retract figures widely known. The Mustang is > rated at 205.  222-205 is 17. You have a 17hp advantage over a Mustang   Seems that the 1993 Mustang 5.0 is rated at 205 hp ONLY because Ford  changed its testing procedures.  Under the older procedures, it still   rates closer to 225 hp.  That means that the Mustang has 3 hp more.    And you still havent posted any weight figures for the Mustang.   > Big threat. You are KOd by a Civic, acording to C+D    Yeah, sure, in your wet dreams.  And thats probably where you got   that 11.2 second 0-60 for the Stealth.   >> Ill check C&Ds 5/91 issue.  Strange that you claim to have that  > > Go ahead and check asshole, youll realize what an idiot you are for not > checking data beforeposting. Car+ Drive, may 91. Stealth ES, 222hp, > automatic.   For 3 posts now youve been harping on this May 1991 issue of Car & Driver  without posting any numbers.  Why not?  Because they prove me right and you  aint got the guts to admit it?  Yeah, thought so.   > The Sentra SE-R really is alot quicker than the 222hp FWD Sports car. > You are close to the 9k sentra-e. Go look up the numbers in C+D - and > report please.   No, Im going to play your game -         No way, Sentras are SLOW!  I took a test drive and it took        21.7 to go 0-50!  Why, even the Hyundai Excel blows it doors        off.  Any 12 yr old knows that!  I race and Ill kick your butt!         blah, blah, blah...   Lets see ...  yep, that sounds just like you.   Oh man, I just got it!  Beavis & Butthead - thats you!   > Who would buy a FWD automatic, that costs $20K+ that is capable of only > a 15.8 and would plainly be dusted by a SE-R?   I dunno, why did you?   But why would someone pick the Dodge Stealth RT over the Nissan Sentra?  All it takes is one look.     TRAVIS ",0,rec.autos
" A relative of mine was recently diagnosed with colon cancer.  I would like to know the best source of survival statistics for this disease when discovered at its various stages.  I would prefer to be directed to a recent source of this data, rather than receive the data itself.  Thank you, **************************************************************************** *                              Barry Rein                                  * *                       brein@jplpost.jpl.nasa.gov                         * **************************************************************************** *                            No clever comment.                            *  **************************************************************************** ",3,sci.med
" Hank Greenberg was probably the greatest ever.  He was also subject to a lot of heckling from bigots on the opposing teams and in the stands, but it never seemed to affect his performance negatively.  Bob Davis	rbd@thor.ece.uc.edu ",2,rec.sport.baseball
" William Mayne (mayne@pipe.cs.fsu.edu): In article <Apr.1.02.34.21.1993.21547@athos.rutgers.edu> jayne@mmalt.guild.org (Jayne Kulikauskas) : >People who reject God dont want to be wth Him in heaven.  We spend our  : >lives choosing to be either for Him or against Him.  God does not force  : >Himself on us.  : I must say that I am shocked. My impression has been that Jayne Kulikaskas : usually writes this much less offensive and ludicrous than this. I am not : saying that the offensiveness is intentional, but it is clear and it is : something for Christians to consider.  Jayne stands in pretty good company.  C.S. Lewis wrote a whole book promoting the idea contained in her first sentence quoted above.  It is called ""The Final Divorce"".  Excellent book on the subject of Heaven and Hell, highly recommended.  Its an allegory of souls who are invited, indeed beseeched to enter Heaven, but reject the offer because being with God in Heaven means giving up their false pride.  --  Joe Kellett jkellett@netcom.com ",1,soc.religion.christian
" In article <Apr.9.01.11.35.1993.16957@athos.rutgers.edu>, cobb@alexia.lis.uiuc.edu (Mike Cobb)> But, since the manuscripts are so close to the actual event, especially as  > compared with ancient ""non-Christian"" history, could it help show that we have > accurate copies of the original texts?    Thats a very weak argument--due the lack (with regard to critical events) of independent supporting texts.  As for the dating of the oldest extant texts of the NT....  How would you feel about the US Civil War in a couple of thousand years if the only extant text was written about *now*?  Now adjust for a largely illiterate population, and one in which every copy of a manuscript is done by hand....  	--Hal  --  Hal Heydt                    |     Analyst, Pacific*Bell        |  If you think the system is working, 510-823-5447                 |  Ask someone whos waiting for a prompt. whheydt@pbhya.PacBell.COM    |     ",1,soc.religion.christian
"  >While not exactly a service incident, I had a similar experience recently   >when I bought a new truck. > >I had picked out the vehicle I wanted and after a little haggling we   >agreed on a price. I wrote them a check for the down payment plus tax >and license and told them Id be back that evening to pick up the truck.   >When I returned, I had to wait about an hour before the finance guy could   >get to me. When I finally got in there, everything went smoothly until he   >started adding up the numbers. He then discovered that they had   >miscalculated the tax & license by about $150.   This seems to be a popular scam with dealers.  Last month my brother bought  a new Audi 90 series quatro from a local dealer.  They came back with the  final price, tax and all, and he added it up for himself.  There happened to  be an extra $300 tagged on under the tax part. He pointed out their error  and asked them to re-think their addition.  They came back with the right  price the next time. ",0,rec.autos
" Ihave had a frozen shoulder for over a year or about a year.  It is still partially frozen, and I am still in physical therapy every week.  But the pain has subsided almost completely.  UNTIL last week when I mowed the lawn for twenty minutes each, two days in a row.  I have a push type power mower.  The pain started back up a little bit for the first time in quite a while, and I used ice and medicine again.  Can anybody explain why this particular activity, which does not seem to stress me very much generally, should cause this shoulder problem?  Thanks.  Alice ",3,sci.med
" todamhyp@charles.unlv.edu (Brian M. Huey) >I think thats the correct spelling.. >	I am looking for any information/supplies that will allow >do-it-yourselfers to take Krillean Pictures. Im thinking >that education suppliers for schools might have a appartus for >sale, but I dont know any of the companies. Any info is greatly >appreciated.  Krillean photography involves taking pictures of minute decapods resident in  the seas surrounding the antarctic. Or pictures taken by them, perhaps.  Bill from oz   ",3,sci.med
" >In article steward@cup.portal.com (John Joseph Deltuvia)> >>There was a story a few weeks ago on a network news show about some sort >>of fungus which supposedly attacks the bone structure and is somewhat >>widespread in California.  Anybody hear anything about this one? >  The only fungus I know of from California is Coccidiomycosis.  I hadnt heard that it attacked bone.  It attacks lung and if you are especially unlucky, the central nervous system.  Nothing new about it.  Its been around for years.  THey call it ""valley fever"", since it is found in the inland valleys, not on the coast.   --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""  ---------------------------------------------------------------------------- ",3,sci.med
" In article <1993Apr13.232537.20672@cabell.vcu.edu>, csc2imd@cabell.vcu.edu (Ian M. Derby)> >This talk about the Phillies winning the NL East is scary.  VERY >scary!  Dont get me wrong, Im a Phillies fan but as late as last >year they looked helpless.  The funny thing was they did have a lot >of injuries in 92 spring training that basically killed their >chances.  Of course, dont forget the Dykstra wrist injury in the >first or second game? > First game, first at bat. --  ",2,rec.sport.baseball
" [reply to geb@cs.pitt.edu (Gordon Banks)]   >>I believe it is illegal for a residency to discriminate against FMGs.   >Is that true?  I know some that wont even interview FMGs.   I think a case could be made that this is discriminatory, particularly if an applicant had good board scores and recommendations but wasnt offered an interview, but I dont know if it has ever gone to court.   David Nye (nyeda@cnsvax.uwec.edu).  Midelfort Clinic, Eau Claire WI This is patently absurd; but whoever wishes to become a philosopher must learn not to be frightened by absurdities. -- Bertrand Russell ",3,sci.med
" In article <annick.735440726@cortex.physiol.su.oz.au>, annick@cortex.physiol.su.oz.au (Annick Ansselin)> In <C5nFDG.8En@sdf.lonestar.org> marco@sdf.lonestar.org (Steve Giammarco)>  >>> >>>And to add further fuel to the flame war, I read about 20 years ago that >>>the ""natural"" MSG - extracted from the sources you mention above - does not >>>cause the reported aftereffects; its only that nasty ""artificial"" MSG - >>>extracted from coal tar or whatever - that causes Chinese Restaurant >>>Syndrome.  I find this pretty hard to believe; has anyone else heard it? >  > MSG is mono sodium glutamate, a fairly straight forward compound. If it is > pure, the source should not be a problem. Your comment suggests that  > impurities may be the cause. > My experience of MSG effects (as part of a double blind study) was that the > pure stuff caused me some rather severe effects. >  >>I was under the (possibly incorrect) assumption that most of the MSG on >>our foods was made from processing sugar beets. Is this not true? Are  >>there other sources of MSG? >  > Soya bean, fermented cheeses, mushrooms all contain MSG.  >  >>I am one of those folx who react, sometimes strongly, to MSG. However, >>I also react strongly to sodium chloride (table salt) in excess. Each >>causes different symptoms except for the common one of rapid heartbeat >>and an uncomfortable feeling of pressure in my chest, upper left quadrant. >  > The symptoms I had were numbness of jaw muscles in the first instance > followed by the arms then the legs, headache, lethargy and unable to keep > awake. I think it may well affect people differently.  Well, I think msg is made from a kind of plant call ""tapioca"" and not those staff you mentiond above. ",3,sci.med
" Hello,  I am writing a grant proposal for a Developmental Genetics class and I have chose to look at the Neurofibromatosis 1 gene and its variable expressivity.  I am curious what has already been done on this subject, especially the relationship between specific mutations and the resulting phenotype.  My literature search has produce many references, but I want to make sure I am proposing new research.  If anyone knows aything that has been recently or key peopl doing research to search for using MEDLINE, I would apprciate being informed.  Thank you.  Lisa Megna lmegna@titan.ucc.umass.edu ",3,sci.med
" In article <ls1d6vINNs65@appserv.Eng.Sun.COM> str@maredsous.Eng.Sun.COM (Todd Rader)>Stay in school.  You have a lot to learn.  Learn what?  I know that 3 million dollars is A LOT of money.  I know  Rickey Henderson doesnt have a career out of baseball.  I know if he  didnt have baseball, he wouldnt be making near the money he is now.  I just dont understand how some athlete, who only plays a sport for a  living for millions of dollars, say he is not being paid enough.  If nobody will sign him for his asking price, he will be the one hurting. The As will still win without him.  Remeber, many of these athletes have NOTHING if not for their athletic  ability.  NOTHING.  They are getting paid MUCH more than most hard working citizens, and they are complaining of not enough pay.  I dont have a problem with them making millions.  My problem is when the say they arent being paid enough, when they already get 3 million--also, their numbers get worse.  ",2,rec.sport.baseball
" I thought that Walt Weiss was jewish.  I seem to recall this was mentioned once while he was still at Oakland.  Also, I have my suspicions about Esther Canseco (nee Haddad).   --Gidi  ",2,rec.sport.baseball
" In article <C50p1M.21o@noose.ecn.purdue.edu>, rjwade@rainbow.ecn.purdue.edu (Robert J. Wade)>  > ok, how about this to argue about.  why does the sl2 have a much lower base > price than the sc2???  its over 1k cheaper(i forget the exact amount). > doesnt it cost more to have the extra doors/windows/locks/motors etc. that  > are in the 4 door????  perhaps it is just a marketing deal....people want the > 2door, so they will pay the extra 1.2k???   The SC1/SC2 has a shorter wheel base than the SL/SL1/SL2/SW1/SW2, just a  thought. Ithink your right though......  --  James Lee  @ A.T.& T. Bell Labs    Murray Hill, N.J. 07974   Room 2A-336    201-582-4420         att!conceps!jwl ",0,rec.autos
" Just had the opportunity to watch this flick on A&E -- some 15 years since I saw it last.    I was very interested in the technology demonstrated in this film for handling infectious diseases (and similar toxic substances). Clearly they ""faked"" a lot of the computer & robotic technology; certainly at the time it was made most of that was science fiction itself, let alone the idea of a ""space germ"".    Quite coincidentally [actually this is what got me wanted to see the movie again] I watched a segment on the otherwise awful _Howd They Do That?_ dealing with a disease researcher at the CDCs top lab.  There was description of the elaborate security measures taken so that building will never be ""cracked"" so to speak by man or nature (short of deliberate bombing from the air, perhaps).  And the researchers used ""spacesuits"" similar to that in the film.  Im curious what people think about this film -- short of ""silly"". Is such a facility technically feasible today?    As far as the plot, and the crystalline structure that is not Life As We Know It, thats a whole nother argument for rec.arts.sf.tech or something. --   | | Russian update ... an abortion update ... and a Congressional update ... |  | here on Daniel A. Hartung  --  dhartung@chinet.chinet.com  --  Ask me about Rotaract ",3,sci.med
" Last year Brein Taylor was in A ball, probably at Tampa in the Florida State League.  I believe he began this year in AA which is Albany.  Hopefully George wont rush him and hell be allowed to progress at his own rate to AAA and then to the Bronx.  This guy is the real thing.  Jonathan Alboum UVA  ",2,rec.sport.baseball
